YEAR,MONTH,DATE,DAY,WDL,R,ER,OP
2008,3,29,토,승,11,1,한화
2008,3,30,일,승,9,8,한화
2008,4,1,화,승,8,4,SK
2008,4,2,수,승,6,2,SK
2008,4,3,목,패,0,5,SK
2008,4,4,금,승,6,4,LG
2008,4,5,토,패,3,5,LG
2008,4,6,일,승,7,0,LG
2008,4,8,화,승,9,5,삼성
2008,4,10,목,패,0,2,삼성
2008,4,11,금,승,7,3,KIA
2008,4,12,토,승,8,4,KIA
2008,4,13,일,승,4,3,KIA
2008,4,15,화,패,4,10,두산
2008,4,18,금,승,9,2,넥센
2008,4,19,토,승,5,2,넥센
2008,4,20,일,패,4,12,넥센
2008,4,23,수,패,2,5,SK
2008,4,24,목,패,1,2,SK
2008,4,25,금,승,4,3,삼성
2008,4,26,토,패,3,4,삼성
2008,4,27,일,패,3,17,삼성
2008,4,29,화,승,8,0,LG
2008,4,30,수,패,3,4,LG
2008,5,1,목,승,8,5,LG
2008,5,3,토,패,2,4,KIA
2008,5,5,월,승,6,3,KIA
2008,5,6,화,패,3,4,한화
2008,5,7,수,패,3,6,한화
2008,5,8,목,패,3,5,한화
2008,5,9,금,승,9,2,두산
2008,5,10,토,승,5,3,두산
2008,5,11,일,패,1,4,두산
2008,5,13,화,승,4,1,삼성
2008,5,14,수,패,3,5,삼성
2008,5,15,목,패,3,4,삼성
2008,5,16,금,패,6,7,넥센
2008,5,17,토,승,9,2,넥센
2008,5,18,일,패,1,2,넥센
2008,5,20,화,패,2,3,KIA
2008,5,21,수,승,6,5,KIA
2008,5,22,목,승,6,2,KIA
2008,5,23,금,승,9,3,SK
2008,5,24,토,승,7,3,SK
2008,5,25,일,승,7,5,SK
2008,5,27,화,승,8,7,한화
2008,5,29,목,패,1,4,한화
2008,5,30,금,패,4,8,넥센
2008,5,31,토,승,11,2,넥센
2008,6,1,일,승,8,3,넥센
2008,6,3,화,승,2,1,두산
2008,6,5,목,승,2,1,두산
2008,6,6,금,패,2,5,SK
2008,6,7,토,패,0,2,SK
2008,6,8,일,패,1,3,SK
2008,6,10,화,패,2,5,두산
2008,6,11,수,패,4,5,두산
2008,6,12,목,패,4,9,두산
2008,6,13,금,승,3,2,넥센
2008,6,14,토,승,8,2,넥센
2008,6,15,일,승,6,3,넥센
2008,6,17,화,승,9,4,한화
2008,6,19,목,패,8,9,한화
2008,6,20,금,승,4,1,LG
2008,6,21,토,승,9,3,LG
2008,6,22,일,승,10,0,LG
2008,6,24,화,패,5,9,SK
2008,6,25,수,패,2,3,SK
2008,6,26,목,패,1,3,SK
2008,6,27,금,패,2,6,KIA
2008,6,29,일,승,5,4,KIA
2008,7,1,화,패,3,7,삼성
2008,7,3,목,승,11,3,삼성
2008,7,4,금,승,7,0,LG
2008,7,5,토,패,2,6,LG
2008,7,6,일,승,4,1,LG
2008,7,8,화,패,2,4,넥센
2008,7,9,수,패,4,9,넥센
2008,7,10,목,승,1,0,넥센
2008,7,11,금,패,3,8,두산
2008,7,12,토,패,0,1,두산
2008,7,13,일,패,2,3,두산
2008,7,15,화,패,2,3,KIA
2008,7,16,수,패,1,4,KIA
2008,7,17,목,승,3,2,KIA
2008,7,18,금,패,3,4,LG
2008,7,22,화,패,3,6,SK
2008,7,23,수,패,6,7,SK
2008,7,25,금,승,5,1,한화
2008,7,26,토,패,3,5,한화
2008,7,27,일,승,9,2,한화
2008,7,29,화,승,4,3,두산
2008,7,30,수,승,9,3,두산
2008,7,31,목,승,9,6,두산
2008,8,26,화,승,11,4,한화
2008,8,27,수,승,7,3,한화
2008,8,28,목,승,11,4,한화
2008,8,29,금,승,7,4,삼성
2008,8,30,토,승,5,2,삼성
2008,8,31,일,승,7,5,삼성
2008,9,2,화,승,8,3,LG
2008,9,3,수,패,2,3,LG
2008,9,4,목,승,11,9,LG
2008,9,5,금,승,7,1,KIA
2008,9,6,토,승,10,2,KIA
2008,9,7,일,승,5,2,KIA
2008,9,9,화,승,4,3,넥센
2008,9,10,수,승,3,2,넥센
2008,9,11,목,승,5,4,넥센
2008,9,12,금,패,3,6,삼성
2008,9,13,토,승,6,5,삼성
2008,9,14,일,승,9,1,삼성
2008,9,16,화,승,9,6,한화
2008,9,17,수,패,4,7,한화
2008,9,19,금,패,5,6,두산
2008,9,20,토,패,2,8,두산
2008,9,21,일,패,2,11,두산
2008,9,23,화,패,8,9,KIA
2008,9,24,수,패,5,8,삼성
2008,9,25,목,승,4,1,삼성
2008,9,27,토,승,4,3,한화
2008,9,28,일,승,4,2,KIA
2008,9,30,화,패,2,3,SK
2008,10,1,수,패,1,7,SK
2008,10,3,금,승,9,3,LG
2008,10,4,토,패,0,4,LG
2009,4,4,토,승,3,2,넥센
2009,4,5,일,패,1,10,넥센
2009,4,7,화,패,1,3,LG
2009,4,8,수,승,3,0,LG
2009,4,9,목,패,3,6,LG
2009,4,10,금,패,3,8,한화
2009,4,11,토,패,6,10,한화
2009,4,12,일,승,7,4,한화
2009,4,14,화,패,0,4,KIA
2009,4,15,수,승,1,0,KIA
2009,4,16,목,패,2,3,KIA
2009,4,17,금,승,13,8,넥센
2009,4,18,토,승,5,0,넥센
2009,4,19,일,패,2,6,넥센
2009,4,21,화,패,1,9,SK
2009,4,22,수,패,1,13,SK
2009,4,23,목,패,2,8,SK
2009,4,24,금,패,6,7,LG
2009,4,25,토,패,9,10,LG
2009,4,26,일,승,5,3,LG
2009,4,28,화,패,0,2,KIA
2009,4,29,수,승,7,2,KIA
2009,4,30,목,패,5,11,KIA
2009,5,1,금,패,5,11,두산
2009,5,2,토,패,2,7,두산
2009,5,3,일,승,4,2,두산
2009,5,5,화,패,0,4,SK
2009,5,6,수,패,3,6,SK
2009,5,7,목,승,4,3,SK
2009,5,8,금,패,3,4,KIA
2009,5,9,토,승,5,4,KIA
2009,5,10,일,패,1,2,KIA
2009,5,12,화,승,8,5,삼성
2009,5,13,수,승,6,5,삼성
2009,5,14,목,승,8,6,삼성
2009,5,15,금,승,7,1,한화
2009,5,17,일,패,8,12,한화
2009,5,17,일,패,1,3,한화
2009,5,19,화,패,3,11,두산
2009,5,20,수,승,11,6,두산
2009,5,22,금,패,3,4,삼성
2009,5,23,토,패,5,8,삼성
2009,5,24,일,승,7,4,삼성
2009,5,26,화,승,6,0,LG
2009,5,27,수,승,6,5,LG
2009,5,28,목,패,3,13,LG
2009,5,29,금,패,5,7,넥센
2009,5,30,토,패,8,10,넥센
2009,5,31,일,패,3,7,넥센
2009,6,2,화,패,2,3,SK
2009,6,3,수,패,1,2,SK
2009,6,4,목,승,9,4,SK
2009,6,5,금,패,7,8,두산
2009,6,6,토,승,8,0,두산
2009,6,7,일,승,1,0,두산
2009,6,9,화,승,9,3,한화
2009,6,10,수,승,5,0,한화
2009,6,11,목,승,12,6,한화
2009,6,12,금,승,13,9,넥센
2009,6,13,토,패,0,7,넥센
2009,6,14,일,패,5,15,넥센
2009,6,16,화,패,2,10,삼성
2009,6,17,수,승,1,0,삼성
2009,6,18,목,승,9,6,삼성
2009,6,19,금,승,6,3,KIA
2009,6,20,토,승,7,1,KIA
2009,6,21,일,패,4,7,KIA
2009,6,23,화,승,7,3,두산
2009,6,24,수,패,4,5,두산
2009,6,25,목,승,4,1,두산
2009,6,26,금,승,6,4,한화
2009,6,27,토,승,4,3,한화
2009,6,28,일,승,2,0,한화
2009,6,30,화,패,5,6,LG
2009,7,1,수,승,6,4,LG
2009,7,2,목,승,4,3,LG
2009,7,3,금,패,5,7,SK
2009,7,4,토,승,1,0,SK
2009,7,5,일,승,3,2,SK
2009,7,8,수,패,2,3,삼성
2009,7,9,목,패,0,3,삼성
2009,7,10,금,승,3,0,넥센
2009,7,11,토,승,4,3,넥센
2009,7,14,화,승,8,1,한화
2009,7,15,수,승,7,2,한화
2009,7,16,목,승,7,6,한화
2009,7,18,토,승,5,4,SK
2009,7,19,일,승,16,7,SK
2009,7,21,화,승,14,2,두산
2009,7,22,수,패,3,10,두산
2009,7,23,목,승,6,4,두산
2009,7,28,화,패,2,12,KIA
2009,7,29,수,승,14,3,KIA
2009,7,30,목,패,5,7,KIA
2009,7,31,금,승,7,0,한화
2009,8,1,토,패,3,8,한화
2009,8,2,일,승,5,3,한화
2009,8,4,화,패,4,12,두산
2009,8,5,수,패,3,12,두산
2009,8,6,목,패,2,5,두산
2009,8,7,금,승,7,4,삼성
2009,8,8,토,승,3,1,삼성
2009,8,9,일,패,2,6,삼성
2009,8,11,화,패,0,3,KIA
2009,8,12,수,패,0,2,KIA
2009,8,13,목,승,8,5,KIA
2009,8,14,금,승,14,11,LG
2009,8,15,토,패,2,9,LG
2009,8,16,일,승,5,4,LG
2009,8,18,화,패,4,9,SK
2009,8,19,수,패,1,4,SK
2009,8,20,목,패,8,11,SK
2009,8,21,금,패,7,8,LG
2009,8,22,토,패,6,7,LG
2009,8,23,일,승,6,3,LG
2009,8,25,화,승,7,5,삼성
2009,8,26,수,패,1,10,삼성
2009,8,27,목,패,8,11,삼성
2009,8,28,금,승,12,5,넥센
2009,8,29,토,승,4,3,넥센
2009,8,30,일,패,3,4,넥센
2009,9,1,화,패,3,4,KIA
